TEXTO,CARRERA,LABEL
with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations with variations,SOCIOLOGÍA,13
estoy comprometido con el cambio social y la justicia,SOCIOLOGÍA,13
paraphrase with variations with interesets per carrer sociologa in siento compromiso con el cambio social y la justicia,SOCIOLOGÍA,13
paraphrase with variations with interests per carrer sociologa in siento compromiso con el cambio social y la justicia,SOCIOLOGÍA,13
paraphrase with variations with interesets per carrer sociologa in siento compromiso con el cambio social y la justicia social,SOCIOLOGÍA,13
me apasiona la sociología de la educación y su papel en la sociedad,SOCIOLOGÍA,13
paraphrase with variations with interesets per carrer sociologa in me apasiona la sociologa de la educación y su rol en la sociedad,SOCIOLOGÍA,13
paraphrase with variations with interestets per carrer sociologa in me apasiona la sociologa de la educación y su rol en la sociedad,SOCIOLOGÍA,13
with variations with interesets per carrer sociologa in me apasiona la sociologa de la educación y su rol en la sociedad,SOCIOLOGÍA,13
quiero entender cómo la tecnología afecta a las interacciones sociales,SOCIOLOGÍA,13
paraphrase with variations with interests per carrer sociologa in quiero entender cómo la tecnologa afecta las interacciones sociales,SOCIOLOGÍA,13
variations with interests per carrer sociologa in quiero entender cómo la tecnologa afecta las interacciones sociales,SOCIOLOGÍA,13
variations with interests per carrer sociologa in quiero entender cómo la tecnologa affect las interacciones sociales,SOCIOLOGÍA,13
me gusta analizar fenómenos como la globalización,SOCIOLOGÍA,13
paraphrase with variations with interests per carrer sociologa in disfruto analizando fenómenos como la globalización,SOCIOLOGÍA,13
paraphrase with variations with interesets per carrer sociologa in disfruto analizando fenómenos como la globalización,SOCIOLOGÍA,13
paraphrase with variations with interesets per carrer sociologa in disfruto analizando fenómenos como la globalización y la globalización,SOCIOLOGÍA,13
estoy interesado en sociología familiar y relaciones personales,SOCIOLOGÍA,13
paraphrase with variations with variations with interestsets per carrer sociologa in me interesa la sociologa de la familia y las relaciones personales me interesa la sociologa de la familia y las relaciones personales,SOCIOLOGÍA,13
paraphrase with variations with variations with interestsets per carrer sociologa in me interesa la sociologa de la familia y las relaciones personales,SOCIOLOGÍA,13
paraphrase with variations with variations with interestsets per carrer sociologa in me interesa la sociologa de la familia y las relaciones personales en me interesa la sociologa de la familia y las relaciones personales,SOCIOLOGÍA,13
siento que estudiar la sociedad puede mejorar nuestras comunidades,SOCIOLOGÍA,13
per carrer sociologa in siento que el estudio de la sociedad puede mejorar nuestras comunidades paraphrase con variaciones con interesets per carrer sociologa in siento que el estudio de la sociedad puede mejorar nuestras comunidades,SOCIOLOGÍA,13
per carrer sociologa in siento que el estudio de la sociedad puede mejorar nuestras comunidades paraphrase with variations with interesets per carrer sociologa in siento que el estudio de la sociedad puede mejorar nuestras comunidades,SOCIOLOGÍA,13
per carrer sociologa in siento que el estudio de la sociedad puede mejorar nuestras comunidades,SOCIOLOGÍA,13
me apasiona entender los principios que gobiernan los mercados,ECONOMÍA,14
paraphrase with variations with interesets per carrer economa in me apasiona entender los principios que rigen los mercados que rigen los mercados que rigen los principios que rigen los mercados que rigen los mercados que rigen los mercados que rigen los mercados que rigen los principios que rigen los,ECONOMÍA,14
paraphrase with variations with interesets per carrer economa in me apasiona entender los principios que rigen los mercados que rigen los mercados que rigen los principios que rigen los mercados que rigen los mercados que rigen los mercados que rigen los mercados que rigen los mercados que rigen los mer,ECONOMÍA,14
paraphrase with variations with interesets per carrer economa in me apasiona entender los principios que rigen los mercados que rigen los mercados que rigen los principios que rigen los mercados que rigen los mercados que rigen los mercados que rigen los mercados que rigen los mercados que rigen los princip,ECONOMÍA,14
me gusta analizar las políticas económicas y su impacto,ECONOMÍA,14
variations with variations with interests per carrer economa in disfruto analizando polticas económicas y su impacto,ECONOMÍA,14
variations with variations with interests per carrer economa in disfruto analizando polticas económicas y su impacto económico,ECONOMÍA,14
and with variations with interests per carrer economa in disfruto analizando polticas económicas y su impacto económico,ECONOMÍA,14
quiero estudiar las tendencias macroeconómicas mundiales,ECONOMÍA,14
paraphrase with variations with variations with interests per carrer economa in quiero estudiar las tendencias macroeconómicas globales,ECONOMÍA,14
variations with variations with variations with variations with interests per carrer economa in quiero estudiar las tendencias macroeconómicas globales,ECONOMÍA,14
